CS:EIP,Symbol + Offset,64-bit,CPU clocks,IPC,DC miss rate,DTLB L1M L2M rate,Misalign rate,Mispredict rate,
"0x2302c220","ISlaveDefinition::GetMaxManaPerCharge","","7","0.86","0.08","0","0","0",
"0x2302c4b0","ISlaveDefinition::GetHealthRegenMultiplierPerCharge","","7","0.14","0","0","0","0.1",
"0x2302cdb0","ISlaveEntity::GetIconPath","","7","0.43","0","0","0","0",
"0x230350a0","IEntityState::GetDispelOnAction","","7","0.43","0","0","0","0",
"0x23096f10","CTeamInfo::GetClientIDFromTeamIndex","","7","0","0","0","0","0",
"0x2309c1f0","CPlayer::GetColor","","7","0.14","0","0","0","0.1",
"0x230d0340","IUnitEntity::UpdateEffectThreadTarget","","7","0.14","0.1","0","0","0.1",
"0x230dc8a0","IProjectile::AddToScene","","7","0","0","0","0","0",
"0x230e6140","CReplayManager::IsPlaying","","7","0","0","0","0","0",
"0x230f55e0","IEntityAbility::GetEffect","","7","0","0","0","0","0",
"0x23006360","IBuffer::Rewind","","6","1","0","0","0","0.05",
"0x2300c540","IUnitEntity::GetBaseUnitwalking","","6","1.17","0","0","0","0.1",
"0x2300de90","IUnitEntity::GetPassiveEffect","","6","0.17","0.1","0","0","0.3",
"0x2300f2a0","IUnitDefinition::GetSkin","","6","0.67","0","0","0","0",
"0x230116a0","IUnitEntity::GetHealthRegenMultiplier","","6","0.5","0","0","0","0.13",
"0x23012b30","IVisualEntity::GetAnim","","6","0.33","0","0","0","0.05",
"0x23017fc0","CTemporalProperty<float>::Evaluate","","6","0.17","0","0","0","0.3",
"0x2301a790","IBuildingEntity::GetMapIconSize","","6","0.83","0","0","0","0.04",
"0x230220e0","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::_Copy","","6","0","0","0","0","0",
"0x23022150","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::_Copy","","6","0.5","0","0","0","0.07",
"0x23027720","IEntityTool::GetCurrentCooldownTime","","6","1","0","0.02","0.02","0",
"0x23029b40","ISlaveEntity::GetImmobilized","","6","0.5","0","0","0","0.03",
"0x2302a110","ISlaveDefinition::GetEvasionMeleePerCharge","","6","0","0","0","0","0",
"0x2302a9b0","ISlaveDefinition::GetAttackRangePerCharge","","6","0.17","0","0","0.1","0",
"0x2302ab20","ISlaveDefinition::GetMoveSpeedSlowPerCharge","","6","0.17","0.1","0","0.1","0.1",
"0x2302b410","ISlaveEntity::GetDebuffDurationMultiplier","","6","0.5","0","0","0.17","0.07",
"0x2302b7c0","ISlaveDefinition::GetDeflectionChance","","6","0","0","0","0","0",
"0x2302bd80","ISlaveDefinition::GetManaRegenPercent","","6","0.17","0.1","0","0","0.4",
"0x2302cc80","ISlaveDefinition::GetPassiveEffectPath","","6","0.17","0","0","0","0",
"0x2302cf50","ISlaveEntity::GetDisplayName","","6","0.67","0","0","0","0",
"0x23033ac0","CStateDefinition::GetMoveSpeedSlowMidPos","","6","0.33","0","0.05","0","0.05",
"0x23034790","CStateDefinition::GetMoveSpeedSlowPerLevelMidPos","","6","0","0","0","0","0",
"0x23035650","CStateDefinition::GetMorphModel","","6","0.17","0","0","0","0",
"0x2303b780","CArmorType::GetDamageAdjustment","","6","0.33","0.05","0.05","0","0.05",
"0x2303c090","std::deque<CGameEvent,std::allocator<CGameEvent> >::push_back","","6","0.17","0","0","0","0",
"0x230c1890","IEntityTool::CanActivate","","6","0.33","0.1","0","0","0.25",
"0x230cd140","IVisualEntity::IVisualEntity","","6","0.17","0.1","0","0","0.1",
"0x230d2f80","IUnitEntity::CanReceiveOrdersFrom","","6","0","0","0","0","0",
"0x230115c0","IUnitEntity::GetHealthRegen","","5","0.4","0","0","0.05","0.1",
"0x230116f0","IUnitEntity::GetBaseHealthRegen","","5","0.2","0","0","0","0",
"0x23011c60","IUnitEntity::GetMapIcon","","5","1.6","0.01","0","0","0",
"0x2301cb40","IHeroEntity::GetBaseArmor","","5","0","0","0","0","0",
"0x2301e590","CEntitySnapshot::ReadDeltaPos3D","","5","0.2","0","0","0","0",
"0x23029490","ISlaveDefinition::GetRevealType","","5","0.6","0.07","0","0","0",
"0x23029ce0","ISlaveEntity::GetPerplexed","","5","0.4","0","0","0","0.2",
"0x2302b0e0","ISlaveDefinition::GetDamagePerCharge","","5","0","0","0","0","0",
"0x2302b200","ISlaveDefinition::GetCastSpeed","","5","0","0","0","0","0",
"0x2302c340","ISlaveDefinition::GetHealthRegenPercentPerCharge","","5","0.2","0.1","0","0","0",
"0x2302cd10","ISlaveEntity::GetPassiveEffect","","5","0.6","0.03","0","0","0",
"0x230342e0","IEntityState::GetApplyManaRegenMorph","","5","0.2","0","0","0","0",
"0x23034740","CStateDefinition::GetMoveSpeedSlowPerLevelSpeed","","5","0.2","0.1","0","0","0.1",
"0x23034b10","CStateDefinition::GetMoveSpeedSlowPerChargeSpeed","","5","0","0","0","0","0",
"0x23034f60","CStateDefinition::GetIsHidden","","5","0.2","0","0","0","0",
"0x23035170","IEntityState::GetDisplayLevel","","5","0","0","0","0","0",
"0x230363c0","IEntityState::GetApplyModelScaleMorph","","5","0","0","0","0","0",
"0x2303c350","std::copy_backward<std::_Deque_iterator<CGameEvent,std::allocator<CGameEvent>,0>,std::_Deque_iterator<CGameEvent,std::allocator<CGameEvent>,0> >","","5","0","0","0","0","0",
"0x2303c480","std::_Copy_opt<std::_Deque_iterator<CGameEvent,std::allocator<CGameEvent>,0>,std::_Deque_iterator<CGameEvent,std::allocator<CGameEvent>,0>,std::random_access_iterator_tag>","","5","0","0","0","0","0",
"0x23093010","CArrayCvar<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >::GetValue","","5","0.4","0","0","0","0",
"0x230bd270","CGameEvent::CGameEvent","","5","0","0","0","0","0",
"0x230cc640","IVisualEntity::GetTerrainType","","5","0.2","0","0","0","0",
"0x23138fae","CIsqrt","","5","0","0","0","0","0",
"0x2300c380","IUnitEntity::GetActualLifetime","","4","0.25","0","0","0","0",
"0x2300da50","IUnitDefinition::GetSightRangeNight","","4","0","0","0","0","0",
"0x2300ee80","IUnitEntity::GetAttackDamageMax","","4","0.75","0","0","0.03","0",
"0x2300efa0","IUnitDefinition::GetAttackDamageMaxPerCharge","","4","0","0","0","0","0",
"0x2300f110","IUnitDefinition::GetAttackDamageMinPerCharge","","4","0","0","0","0","0",
"0x230108e0","IUnitEntity::GetAttackRange","","4","1","0","0","0","0.05",
"0x23010d40","IUnitDefinition::GetMoveSpeed","","4","0.25","0","0","0","0",
"0x23010ee0","IUnitDefinition::GetMagicArmor","","4","0.5","0","0","0","0",
"0x23011230","IUnitDefinition::GetArmorType","","4","0","0","0","0","0",
"0x23011360","IUnitEntity::GetManaRegenMultiplier","","4","0.5","0","0","0","0",
"0x2301cac0","IHeroEntity::GetBaseHealthRegen","","4","0.5","0","0","0","0",
"0x23026cd0","IToolDefinition::GetCastEffectType","","4","0.25","0","0","0","0",
"0x230278a0","IEntityTool::GetCurrentManaCost","","4","1","0","0","0.03","0.03",
"0x2302a0c0","ISlaveDefinition::GetEvasionMelee","","4","0","0","0","0","0",
"0x2302a3f0","ISlaveDefinition::GetCriticalMultiplierPerCharge","","4","0.25","0","0","0","0",
"0x2302a960","ISlaveDefinition::GetAttackRange","","4","0.25","0","0","0","0.1",
"0x2302af20","ISlaveDefinition::GetBaseDamageMultiplier","","4","0.25","0","0","0.1","0",
"0x2302b810","ISlaveDefinition::GetDeflectionChancePerCharge","","4","0","0","0","0","0",
"0x2302bc60","ISlaveDefinition::GetArmorPerCharge","","4","0.25","0.1","0","0","0",
"0x2302c5d0","ISlaveDefinition::GetHealthRegen","","4","0.25","0","0","0.2","0",
"0x23033c50","CStateDefinition::GetMoveSpeedSlowDuration","","4","0.5","0","0","0","0",
"0x23034040","IEntityState::GetApplyMaxHealthMorph","","4","0.25","0","0.1","0","0",
"0x23034b60","CStateDefinition::GetMoveSpeedSlowPerChargeMidPos","","4","0.75","0.07","0","0","0.03",
"0x230356a0","IEntityState::GetApplyModelMorph","","4","0","0","0","0","0",
"0x23035b50","IEntityState::GetMorphAttackCooldown","","4","0","0","0","0","0",
"0x23036140","IEntityState::GetMorphPreGlobalScale","","4","0.25","0.1","0","0","0.1",
"0x23037d00","IEntityState::GetApplyShopAccessMorph","","4","0","0","0","0","0",
"0x2303c0f0","std::deque<CGameEvent,std::allocator<CGameEvent> >::erase","","4","0.25","0","0","0","0",
"0x23093dd0","CEntityKongorController::GetMapIcon","","4","0","0","0","0","0",
"0x2309c3d0","CPlayer::ReadClientSnapshot","","4","0.25","0","0","0","0.1",
"0x230cdc00","IUnitEntity::IsTargetType","","4","0.25","0","0","0","0",
"0x230eef60","IEntityDefinition::ExecuteActionScript","","4","0","0","0","0","0",
"0x230f9e60","ICreepEntity::ReadSnapshot","","4","1.5","0","0","0","0",
"0x2300c2b0","IUnitDefinition::GetShopAccess","","3","0.33","0","0","0","0.1",
"0x2300c390","IUnitEntity::GetAdjustedAttackCooldown","","3","0.67","0","0","0","0.05",
"0x2300c7e0","IUnitEntity::GetCorpseTiltFactor","","3","0.67","0.1","0","0","0.05",
"0x2300f740","IUnitEntity::GetMana","","3","0.67","0.05","0","0.05","0",
"0x23010810","IUnitEntity::GetBaseDebuffDurationMultiplier","","3","0","0","0","0","0",
"0x23011da0","IVisualEntity::SetTeam","","3","1.67","0.02","0","0","0",
"0x23012b40","IVisualEntity::GetModel","","3","0.33","0","0","0","0",
"0x2301c8b0","IHeroEntity::GetIntelligencePerLevel","","3","1.33","0","0","0.03","0.08",
"0x2301cb90","IHeroEntity::GetAttackDamageMin","","3","0","0","0","0","0",
"0x230218f0","std::_Allocate<SEntityBind>","","3","0","0","0","0","0",
"0x230280d0","IEntityTool::GetTooltipFlavorText","","3","0.33","0","0","0","0",
"0x23029ba0","ISlaveDefinition::GetImmobilized","","3","0","0","0","0","0",
"0x2302a560","ISlaveDefinition::GetCriticalChancePerCharge","","3","0.33","0","0","0","0",
"0x2302ac40","ISlaveDefinition::GetMoveSpeedMultiplier","","3","0","0","0","0","0",
"0x2302adb0","ISlaveDefinition::GetMoveSpeed","","3","0","0","0","0","0",
"0x2302b6a0","ISlaveDefinition::GetIncomingDamageMultiplierPerCharge","","3","0","0","0","0","0",
"0x2302b930","ISlaveDefinition::GetDeflection","","3","0.67","0","0","0.05","0",
"0x2302baa0","ISlaveDefinition::GetMagicArmor","","3","1","0","0","0.07","0.03",
"0x2302bdd0","ISlaveDefinition::GetManaRegenPercentPerCharge","","3","0","0","0","0","0",
"0x2302c460","ISlaveDefinition::GetHealthRegenMultiplier","","3","0","0","0","0","0",
"0x23034120","IEntityState::GetApplyHealthRegenMorph","","3","0","0","0","0","0",
"0x23034200","IEntityState::GetApplyMaxManaMorph","","3","0","0","0","0","0",
"0x230344a0","IEntityState::GetApplyMagicArmorMorph","","3","0","0","0","0","0",
"0x23034580","IEntityState::GetApplyMoveSpeedMorph","","3","0","0","0","0","0",
"0x23034830","CStateDefinition::GetMoveSpeedSlowPerLevelEnd","","3","0.33","0","0","0","0",
"0x23034920","CStateDefinition::GetMoveSpeedSlowPerLevelDuration","","3","0","0","0","0","0",
"0x23034f00","IEntityState::GetIsHidden","","3","0.33","0","0","0","0",
"0x23035350","CStateDefinition::GetMorphPriority","","3","0.33","0","0","0","0",
"0x230355f0","IEntityState::GetMorphModel","","3","0.33","0","0","0","0",
"0x23035c00","IEntityState::GetApplyAttackCooldownMorph","","3","0","0","0","0","0",
"0x230361b0","CStateDefinition::GetMorphPreGlobalScale","","3","0","0","0","0","0",
"0x23036660","IEntityState::GetApplySelectionRadiusMorph","","3","0","0","0","0","0",
"0x23092790","CBufferFixed<48>::CBufferFixed<48>","","3","0","0","0","0","0",
"0x23095f68","__SEH_prolog4","","3","0.33","0.1","0","0","0.1",
"0x230cc1b0","IVisualEntity::StartAnimation","","3","0","0","0","0","0",
"0x230dc750","IProjectile::ReadSnapshot","","3","0","0","0","0","0",
"0x230dcb00","IProjectile::Spawn","","3","0.33","0","0","0","0",
"0x230dd720","IProjectile::~IProjectile","","3","0","0","0","0","0",
"0x230ddeb0","IProjectile::IProjectile","","3","0.33","0","0","0","0",
"0x230de1a0","IHeroEntity::GetBaseAttackSpeed","","3","0.33","0","0","0","0.2",
"0x230e0310","IGameEntity::GetModifierBit","","3","1","0.03","0","0","0.03",
"0x230f5660","IEntityAbility::CanActivate","","3","0","0","0","0","0",
"0x230ffc00","CCombatEvent::CCombatEvent","","3","0","0","0","0","0",
"0x2300d8e0","IGame::GetTimeOfDay","","2","0.5","0","0","0","0",
"0x2300d9c0","IUnitEntity::GetSightRangeNight","","2","1","0","0","0","0",
"0x2300e180","IUnitEntity::GetCombatType","","2","0.5","0","0","0","0.1",
"0x2300e1e0","IUnitDefinition::GetCombatType","","2","0","0","0","0","0",
"0x23010a70","IUnitDefinition::GetAttackRange","","2","0","0","0","0","0",
"0x23010cb0","IUnitEntity::GetBaseMoveSpeed","","2","0","0","0","0","0",
"0x23011440","IUnitDefinition::GetManaRegen","","2","0","0","0","0","0",
"0x23012b10","IVisualEntity::GetAnimSpeed","","2","0","0","0","0","0",
"0x2301b640","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::_Buynode","","2","0","0","0","0","0",
"0x2301cb00","IHeroEntity::GetBaseManaRegen","","2","0","0","0","0","0",
"0x2301cbc0","IHeroEntity::GetAttackDamageMax","","2","0","0","0","0","0",
"0x2301ccf0","IHeroEntity::GetPrimaryAttribute","","2","0.5","0","0","0","0",
"0x23026890","IToolDefinition::GetToggleOffManaCost","","2","0","0","0","0","0",
"0x23026930","IToolDefinition::GetToggleOffCooldownTime","","2","0.5","0.1","0","0","0",
"0x23029d40","ISlaveDefinition::GetPerplexed","","2","0","0","0","0","0",
"0x23029f50","ISlaveDefinition::GetMissChance","","2","0.5","0","0","0.1","0",
"0x2302a280","ISlaveDefinition::GetEvasionRangedPerCharge","","2","0","0","0","0","0",
"0x2302a3a0","ISlaveDefinition::GetCriticalMultiplier","","2","0","0","0","0","0",
"0x2302b3c0","ISlaveDefinition::GetAttackSpeedPerCharge","","2","0.5","0.1","0","0","0",
"0x2302b650","ISlaveDefinition::GetIncomingDamageMultiplier","","2","0","0","0","0","0",
"0x2302bef0","ISlaveDefinition::GetManaRegenMultiplier","","2","0.5","0","0","0.1","0",
"0x2302cf30","ISlaveEntity::GetDescription","","2","1","0","0","0","0.05",
"0x23033670","CEntitySnapshot::ReadField<int>","","2","0","0","0","0","0",
"0x23033bb0","CStateDefinition::GetMoveSpeedSlowStart","","2","0","0","0","0","0",
"0x23034880","CStateDefinition::GetMoveSpeedSlowPerLevelStart","","2","0.5","0","0","0","0",
"0x230348d0","CStateDefinition::GetMoveSpeedSlowPerLevelDelay","","2","0","0","0","0","0",
"0x23034bb0","CStateDefinition::GetMoveSpeedSlowPerChargeMid","","2","0","0","0","0","0",
"0x23034db0","CStateDefinition::GetMorphAttackRange","","2","0","0","0","0","0",
"0x23035100","CStateDefinition::GetDispelOnAction","","2","0","0","0","0","0",
"0x230351d0","CStateDefinition::GetDisplayLevel","","2","0","0","0","0","0",
"0x23035520","IEntityState::GetApplyIconMorph","","2","0","0","0","0","0",
"0x230357b0","IEntityState::GetApplySkinMorph","","2","0","0","0","0","0",
"0x23035940","CStateDefinition::GetMorphAttackType","","2","0","0","0","0","0",
"0x230362e0","IEntityState::GetApplyEffectScaleMorph","","2","0","0","0","0","0",
"0x23036dd0","IEntityState::GetApplyPassiveEffectMorph","","2","0","0","0","0","0",
"0x2306a350","CBaseEntityAllocator<ICreepEntity>::GetTypeDesc","","2","0.5","0","0","0","0",
"0x2306cf90","CBaseEntityAllocator<IHeroEntity>::GetTypeDesc","","2","0","0","0","0","0",
"0x23075bc0","CBaseEntityAllocator<IProjectile>::GetTypeDesc","","2","0","0","0","0","0",
"0x23095a8c","`eh vector destructor iterator'","","2","0.5","0","0","0","0",
"0x2309ba30","CPlayer::IsIsolated","","2","2","0","0","0","0",
"0x230cdbb0","IUnitEntity::GetRemainingLifetime","","2","0","0","0","0","0",
"0x230d9d20","IUnitEntity::~IUnitEntity","","2","0.5","0","0","0","0",
"0x230de800","IHeroEntity::GetMapIcon","","2","0","0","0","0","0",
"0x23138ee4","floor","","2","1.5","0","0","0","0",
"0x23138ef0","_ftol2_sse","","2","0","0","0","0","0",
"0x2300c800","IUnitEntity::GetTiltSpeed","","1","0","0","0","0","0",
"0x2300fc10","IUnitDefinition::GetClearVision","","1","0","0","0","0","0",
"0x230101a0","IUnitDefinition::GetAttackCooldown","","1","0","0","0","0","0",
"0x23010410","IUnitDefinition::GetAttackType","","1","0","0","0","0","0",
"0x23010820","IUnitEntity::GetCastSpeed","","1","2","0","0","0","0.05",
"0x23010990","IUnitEntity::GetAttackRangeMultiplier","","1","5","0","0","0","0.02",
"0x23010f90","IUnitDefinition::GetMagicArmorType","","1","1","0","0","0","0",
"0x23011180","IUnitDefinition::GetArmorPerCharge","","1","1","0","0","0","0",
"0x23011780","IUnitDefinition::GetHealthRegen","","1","1","0","0","0","0",
"0x23012be0","CAxis::Set","","1","1","0","0","0","0",
"0x230133f0","IVisualEntity::~IVisualEntity","","1","0","0","0","0","0",
"0x2301ac10","IUnitDefinition::GetBoundsHeight","","1","0","0","0","0","0",
"0x2301b750","ICreepEntity::GetCharges","","1","0","0","0","0","0",
"0x2301c600","IHeroEntity::GetMapIconSize","","1","0","0","0","0","0",
"0x2301d790","IPowerupEntity::IsVisibleOnMap","","1","0","0","0","0","0",
"0x2301daa0","IProjectile::GetSpeed","","1","0","0","0","0","0",
"0x230219c0","CAxis::CAxis","","1","0","0","0","0","0",
"0x23025500","std::deque<SUnitCommand,std::allocator<SUnitCommand> >::_Tidy","","1","0","0","0","0","0",
"0x23029ad0","ISlaveDefinition::GetInvulnerable","","1","1","0","0","0","0",
"0x2302a510","ISlaveDefinition::GetCriticalChance","","1","0","0","0","0","0",
"0x2302a680","ISlaveDefinition::GetLifeSteal","","1","0","0","0","0","0",
"0x2302a7f0","ISlaveDefinition::GetAttackRangeMultiplier","","1","0","0","0","0","0",
"0x2302b4e0","ISlaveDefinition::GetDebuffDurationMultiplier","","1","0","0","0","0","0",
"0x2302d260","ISlaveEntity::GetEffect","","1","0","0","0","0","0",
"0x23033b10","CStateDefinition::GetMoveSpeedSlowMid","","1","0","0","0","0","0",
"0x230343c0","IEntityState::GetApplyArmorMorph","","1","1","0","0","0","0",
"0x23034c00","CStateDefinition::GetMoveSpeedSlowPerChargeEnd","","1","0","0","0","0","0",
"0x23034c50","CStateDefinition::GetMoveSpeedSlowPerChargeStart","","1","1","0","0","0","0.2",
"0x23034cf0","CStateDefinition::GetMoveSpeedSlowPerChargeDuration","","1","0","0","0","0","0",
"0x23034fd0","IEntityState::GetDispelOnDamage","","1","1","0","0","0","0",
"0x230358e0","IEntityState::GetMorphAttackType","","1","0","0","0","0","0",
"0x23035990","IEntityState::GetApplyAttackTypeMorph","","1","0","0","0","0","0",
"0x23035bb0","CStateDefinition::GetMorphAttackCooldown","","1","1","0","0","0","0",
"0x23037bf0","IEntityState::GetApplyUnitwalkingMorph","","1","0","0","0","0","0",
"0x2303c3b0","std::copy<std::_Deque_iterator<CGameEvent,std::allocator<CGameEvent>,0>,std::_Deque_iterator<CGameEvent,std::allocator<CGameEvent>,0> >","","1","0","0","0","0","0",
"0x23093d90","CEntityKongorController::GetMapIconColor","","1","0","0","0","0","0",
"0x23094890","CEntityNeutralCampController::GetMapIconColor","","1","1","0","0","0","0",
"0x230948d0","CEntityNeutralCampController::GetMapIcon","","1","1","0","0","0","0",
"0x23095aef","`eh vector constructor iterator'","","1","2","0","0","0","0",
"0x23095fad","__SEH_epilog4","","1","1","0","0","0","0",
"0x230d2600","IUnitEntity::UnblockPath","","1","0","0","0","0","0",
"0x230dbaa0","IProjectile::Baseline","","1","0","0","0","0","0",
"0x230de420","IHeroEntity::ReadSnapshot","","1","0","0","0","0","0",
"0x230e3d90","CEntityRegistry::AllocateDynamicEntity","","1","0","0","0","0","0",
"0x230e3e10","CEntityRegistry::Allocate","","1","0","0","0","0","0",
"0x230e5920","IGame::TraceLine","","1","0","0","0","0","0",
"0x230f2650","CEventDirectory::AddEvent","","1","0","0","0","0","0",
"0x23138ede","CIacos","","1","0","0","0","0","0",
"0x23138ef9","_ftol2_pentium4","","1","0","0","0","0","0",
"0x23007a80","_CompareNoCase<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >","","0","0","0","0","0","0",
"0x2300c7c0","IUnitEntity::GetCorpseTiltSpeed","","0","0","0","0","0","0",
"0x2300ca00","IUnitEntity::GetInventory7","","0","0","0","0","0","0",
"0x2300cc20","IUnitEntity::GetInventory5","","0","0","0","0","0","0",
"0x2300d0e0","IUnitDefinition::GetInventory1","","0","0","0","0","0","0",
"0x23010f30","IUnitEntity::GetMagicArmorType","","0","0","0","0","0","0",
"0x230111d0","IUnitEntity::GetArmorType","","0","0","0","0","0","0",
"0x23012b20","IVisualEntity::GetAnimSequence","","0","0","0","0","0","0",
"0x23016580","CDynamicEntityAllocator::Allocate","","0","0","0","0","0","0",
"0x2301a430","IUnitEntity::GetIsSelectable","","0","0","0","0","0","0",
"0x2301afa0","std::_Tree<std::_Tset_traits<unsigned int,std::less<unsigned int>,std::allocator<unsigned int>,0> >::erase","","0","0","0","0","0","0",
"0x2301b880","IEntityDirectory::GetEntityFromName","","0","0","0","0","0","0",
"0x2301e990","CCombatEvent::~CCombatEvent","","0","0","0","0","0","0",
"0x23021a10","CEntityEvent::CEntityEvent","","0","0","0","0","0","0",
"0x23024900","CEntityAllocator2<CTriggerSpawnPoint>::ClientPrecache","","0","0","0","0","0","0",
"0x230276c0","IEntityTool::GetToggleOffCooldownTime","","0","0","0","0","0","0",
"0x23027830","IEntityTool::GetToggleOffManaCost","","0","0","0","0","0","0",
"0x23028780","ISlaveEntity::GetBonusDamage","","0","0","0","0","0","0",
"0x23029c70","ISlaveDefinition::GetDisarmed","","0","0","0","0","0","0",
"0x23033b60","CStateDefinition::GetMoveSpeedSlowEnd","","0","0","0","0","0","0",
"0x23033c00","CStateDefinition::GetMoveSpeedSlowDelay","","0","0","0","0","0","0",
"0x23034ca0","CStateDefinition::GetMoveSpeedSlowPerChargeDelay","","0","0","0","0","0","0",
"0x23034e00","IEntityState::GetApplyAttackRangeMorph","","0","0","0","0","0","0",
"0x230352f0","IEntityState::GetMorphPriority","","0","0","0","0","0","0",
"0x23036220","IEntityState::GetMorphEffectScale","","0","0","0","0","0","0",
"0x23036290","CStateDefinition::GetMorphEffectScale","","0","0","0","0","0","0",
"0x23092ff0","CEntityAllocator2<CPlayer>::GetTypeDesc","","0","0","0","0","0","0",
"0x23093dc0","CEntityKongorController::GetMapIconSize","","0","0","0","0","0","0",
"0x230948c0","CEntityNeutralCampController::GetMapIconSize","","0","0","0","0","0","0",
"0x2309bae0","CPlayer::ReadSnapshot","","0","0","0","0","0","0",
"0x230be590","CGameEvent::Spawn","","0","0","0","0","0","0",
"0x230cf1f0","IUnitEntity::Baseline","","0","0","0","0","0","0",
"0x230d7690","IUnitEntity::ClearInventory","","0","0","0","0","0","0",
"0x230de320","IHeroEntity::Copy","","0","0","0","0","0","0",
"0x230e05b0","IGameEntity::IGameEntity","","0","0","0","0","0","0",
"0x230e5910","IGame::TraceBox","","0","0","0","0","0","0",
"0x230f7d50","CBrain::~CBrain","","0","0","0","0","0","0",
