Frames: 33647
Total Bytes: 23423115
Snapshot Header Bytes: 605628
Events: 32769
Event Bytes: 776818
Reliable Game Data Bytes: 306495
Game Data Bytes: 143110
State String Bytes: 0

Name                               Count     Bytes    Header     Flags    Fields
m_uiCooldownDuration                  17       68
m_unAmmo                              17       34
m_uiNetFlags                          17       68
Total                                102      289


Consumable_HealthMajor             Count    Bytes
=================================================
m_uiOwnerIndex                        32       64
m_ySlot                               32       32
m_uiStartCooldown                     37      148
m_uiCooldownDuration                  37      148
m_unAmmo                              44       88
m_uiNetFlags                          32      128
Total                                214      608


Consumable_HealthMinor             Count    Bytes
=================================================
m_uiOwnerIndex                         3        6
m_ySlot                                3        3
m_uiStartCooldown                    181      724
m_uiCooldownDuration                   8       32
m_unAmmo                               5       10
m_uiNetFlags                           3       12
Total                                203      787


Consumable_HealthReplenish         Count    Bytes
=================================================
m_uiOwnerIndex                        25       50
m_ySlot                               25       25
m_uiStartCooldown                   1008     4032
m_uiCooldownDuration                  35      140
m_unAmmo                              29       58
m_uiNetFlags                          25      100
Total                               1147     4405


Consumable_HealthShrine            Count    Bytes
=================================================
m_uiOwnerIndex                         6       12
m_ySlot                                6        6
m_uiStartCooldown                      6       24
m_uiCooldownDuration                   6       24
m_unAmmo                               6       12
m_uiNetFlags                           6       24
Total                                 36      102


Consumable_ManaMajor               Count    Bytes
=================================================
m_uiOwnerIndex                         3        6
m_ySlot                                3        3
m_uiStartCooldown                      4       16
m_uiCooldownDuration                   4       16
m_unAmmo                               6       12
m_uiNetFlags                           3       12
Total                                 23       65


Consumable_ManaMinor               Count    Bytes
=================================================
m_uiOwnerIndex                         2        4
m_ySlot                                2        2
m_uiStartCooldown                      2        8
m_uiCooldownDuration                   2        8
m_unAmmo                               2        4
m_uiNetFlags                           2        8
Total                                 12       34


Consumable_ManaShrine              Count    Bytes
=================================================
m_uiOwnerIndex                         4        8
m_ySlot                                4        4
m_uiStartCooldown                      4       16
m_uiCooldownDuration                   4       16
m_unAmmo                               4        8
m_uiNetFlags                           4       16
Total                                 24       68


Consumable_Platemail               Count    Bytes
=================================================
m_uiOwnerIndex                         9       18
m_ySlot                                9        9
m_uiStartCooldown                      9       36
m_uiCooldownDuration                   9       36
m_unAmmo                               9       18
m_uiNetFlags                           9       36
Total                                 54      153


Consumable_SpeedBoost              Count    Bytes
=================================================
m_uiOwnerIndex                         8       16
m_ySlot                                8        8
m_uiStartCooldown                      8       32
m_uiCooldownDuration                   8       32
m_unAmmo                               8       16
m_uiNetFlags                           8       32
Total                                 48      136


Entity_Chest                       Count    Bytes
=================================================
m_v3Position                           5       60
m_v3Angles                             5       60
m_ayAnim[0]                            5        5
m_ayAnimSequence[0]                    5        5
m_afAnimSpeed[0]                       5       20
m_uiSpawnTime                          5       20
Total                                 30      170


Entity_ClientInfo                  Count    Bytes
=================================================
m_uiPlayerEntityIndex                474     1896
m_iAccountID                          28      112
m_iClientNumber                       28      112
m_sName                               28        0
m_sClanName                           32        0
m_sClanRank                           28        0
m_iKarma                              28      112
m_iVote                               28      112
m_iFlags                              70      280
m_iTeam                               48      192
m_ySquad                              52       52
m_fExperience                        742     2968
m_unGold                             928     1856
m_unSouls                            191      382
m_iLevel                             103      412
m_unAttributePointsSpent             207      414
m_aiAttributes[0]                     28      112
m_aiAttributes[1]                     35      140
m_aiAttributes[2]                     50      200
m_aiAttributes[3]                     44      176
m_aiAttributes[4]                     36      144
m_aiAttributes[5]                     28      112
m_aiAttributes[6]                     41      164
m_aiAttributes[7]                     48      192
m_aiAttributes[8]                     69      276
m_aiAttributes[9]                     45      180
m_aiAttributes[10]                    63      252
m_unPing                            4943     9886
m_iKills                             200      800
m_iDeaths                            213      852
m_iAssists                           194      776
m_iPersistantStats[0]                 41      164
m_iPersistantStats[1]                 42      168
m_iPersistantStats[2]                 42      168
m_iPersistantStats[3]                 41      164
m_iPersistantStats[4]                 40      160
m_iPersistantStats[5]                 28      112
m_iPersistantStats[6]                 42      168
m_iPersistantStats[7]                 42      168
m_iPersistantStats[8]                 42      168
m_iPersistantStats[9]                 34      136
m_iPersistantStats[10]                40      160
m_iPersistantStats[11]                42      168
m_iPersistantStats[12]                42      168
m_iPersistantStats[13]                40      160
m_iPersistantStats[14]                40      160
m_iPersistantStats[15]                39      156
m_iPersistantStats[16]                28      112
m_iPersistantStats[17]                41      164
m_iPersistantStats[18]                39      156
m_iPersistantStats[19]                28      112
m_iPersistantStats[20]                32      128
m_iPersistantStats[21]                42      168
m_iPersistantStats[22]                41      164
m_iPersistantStats[23]                42      168
m_iPersistantStats[24]                42      168
m_iPersistantStats[25]                28      112
Total                              10052    27162


Entity_GameInfo                    Count    Bytes
=================================================
m_uiGamePhase                          2        8
m_uiPhaseStartTime                     2        8
m_uiPhaseDuration                      2        8
m_uiGameStartTime                      1        4
m_iGameMatchID                         2        8
Total                                  9       36


Entity_NpcController               Count    Bytes
=================================================
m_v3Position                           4       48
m_v3Angles[PITCH]                      4       16
m_v3Angles[ROLL]                       4       16
m_v3Angles[YAW]                        4       16
m_yStatus                              4        4
m_fHealth                              4       16
m_uiNetFlags                           4       16
m_ayAnim[0]                            4        4
m_ayAnimSequence[0]                    4        4
m_afAnimSpeed[0]                       4       16
m_ayAnim[1]                            4        4
m_ayAnimSequence[1]                    4        4
m_afAnimSpeed[1]                       4       16
m_ahEffect[0]                          4        8
m_ayEffectSequence[0]                  4        4
m_ahEffect[1]                          4        8
m_ayEffectSequence[1]                  4        4
m_ahEffect[2]                          4        8
m_ayEffectSequence[2]                  4        4
m_ahEffect[3]                          4        8
m_ayEffectSequence[3]                  4        4
m_ahEffect[4]                          4        8
m_ayEffectSequence[4]                  4        4
m_ahEffect[5]                          4        8
m_ayEffectSequence[5]                  4        4
m_ahEffect[6]                          4        8
m_ayEffectSequence[6]                  4        4
m_ahEffect[7]                          4        8
m_ayEffectSequence[7]                  4        4
m_iTeam                                4        4
m_ySquad                               4        4
Total                                124      284


Entity_Soul                        Count    Bytes
=================================================
m_v3Position                        8944   107328
m_v3Angles                           172     2064
m_hModel                             344      688
m_ahEffect[0]                        344      688
m_ayEffectSequence[0]                344      344
Total                              10148   111112


Entity_TeamInfo                    Count    Bytes
=================================================
m_iTeamID                              3       12
m_uiBaseBuildingIndex                  3       12
m_iCommanderClientID                   5       20
m_uiGold                             661     2644
m_iLevel                              24       96
m_fExperience                        485     1940
m_fMana                            29605   118420
m_iPointsSpent                         3       12
m_uiNextEconomyInterval              507     2028
m_sName                                3        0
m_pDefinition                          3        0
Total                              31302   125184


Gadget_AmmoDepot                   Count    Bytes
=================================================
m_v3Position                           8       96
m_v3Angles[PITCH]                      8       32
m_v3Angles[ROLL]                       8       32
m_v3Angles[YAW]                        8       32
m_yStatus                             24       24
m_fHealth                             21       84
m_uiNetFlags                           8       32
m_ayAnim[0]                           24       24
m_ayAnimSequence[0]                   24       24
m_afAnimSpeed[0]                      16       64
m_ayAnim[1]                            8        8
m_ayAnimSequence[1]                    8        8
m_afAnimSpeed[1]                       8       32
m_ahEffect[0]                          8       16
m_ayEffectSequence[0]                  8        8
m_ahEffect[1]                          8       16
m_ayEffectSequence[1]                  8        8
m_ahEffect[2]                          8       16
m_ayEffectSequence[2]                  8        8
m_ahEffect[3]                          8       16
m_ayEffectSequence[3]                  8        8
m_ahEffect[4]                          9       18
m_ayEffectSequence[4]                  9        9
m_ahEffect[5]                          8       16
m_ayEffectSequence[5]                  8        8
m_ahEffect[6]                          8       16
m_ayEffectSequence[6]                  8        8
m_ahEffect[7]                          8       16
m_ayEffectSequence[7]                  8        8
m_iTeam                                8        8
m_ySquad                               8        8
m_uiSpawnTime                          8       32
Total                                327      735


Gadget_DemoCharge                  Count    Bytes
=================================================
m_v3Position                          11      132
m_v3Angles[PITCH]                     11       44
m_v3Angles[ROLL]                      11       44
m_v3Angles[YAW]                       11       44
m_yStatus                             22       22
m_fHealth                             12       48
m_uiNetFlags                          11       44
m_ayAnim[0]                           33       33
m_ayAnimSequence[0]                   33       33
m_afAnimSpeed[0]                      11       44
m_ayAnim[1]                           33       33
m_ayAnimSequence[1]                   33       33
m_afAnimSpeed[1]                      11       44
m_ahEffect[0]                         11       22
m_ayEffectSequence[0]                 11       11
m_ahEffect[1]                         11       22
m_ayEffectSequence[1]                 11       11
m_ahEffect[2]                         11       22
m_ayEffectSequence[2]                 11       11
m_ahEffect[3]                         11       22
m_ayEffectSequence[3]                 11       11
m_ahEffect[4]                         11       22
m_ayEffectSequence[4]                 11       11
m_ahEffect[5]                         11       22
m_ayEffectSequence[5]                 11       11
m_ahEffect[6]                         11       22
m_ayEffectSequence[6]                 11       11
m_ahEffect[7]                         11       22
m_ayEffectSequence[7]                 11       11
m_iTeam                               11       11
m_ySquad                              11       11
m_uiSpawnTime                         11       44
Total                                452      928


Gadget_ElectricEye                 Count    Bytes
=================================================
m_v3Position                          12      144
m_v3Angles[PITCH]                     12       48
m_v3Angles[ROLL]                      12       48
m_v3Angles[YAW]                       12       48
m_yStatus                             24       24
m_fHealth                             67      268
m_uiNetFlags                          12       48
m_ayAnim[0]                           24       24
m_ayAnimSequence[0]                   24       24
m_afAnimSpeed[0]                      12       48
m_ayAnim[1]                           12       12
m_ayAnimSequence[1]                   12       12
m_afAnimSpeed[1]                      12       48
m_ahEffect[0]                         12       24
m_ayEffectSequence[0]                 12       12
m_ahEffect[1]                         12       24
m_ayEffectSequence[1]                 12       12
m_ahEffect[2]                         12       24
m_ayEffectSequence[2]                 12       12
m_ahEffect[3]                         12       24
m_ayEffectSequence[3]                 12       12
m_ahEffect[4]                         12       24
m_ayEffectSequence[4]                 12       12
m_ahEffect[5]                         12       24
m_ayEffectSequence[5]                 12       12
m_ahEffect[6]                         12       24
m_ayEffectSequence[6]                 12       12
m_ahEffect[7]                         12       24
m_ayEffectSequence[7]                 12       12
m_iTeam                               12       12
m_ySquad                              12       12
m_uiSpawnTime                         12       48
Total                                475     1156


Gadget_HealthShrine                Count    Bytes
=================================================
m_v3Position                           1       12
m_v3Angles[PITCH]                      1        4
m_v3Angles[ROLL]                       1        4
m_v3Angles[YAW]                        1        4
m_yStatus                              2        2
m_fHealth                              9       36
m_uiNetFlags                           1        4
m_ayAnim[0]                            2        2
m_ayAnimSequence[0]                    2        2
m_afAnimSpeed[0]                       1        4
m_ayAnim[1]                            1        1
m_ayAnimSequence[1]                    1        1
m_afAnimSpeed[1]                       1        4
m_ahEffect[0]                          1        2
m_ayEffectSequence[0]                  1        1
m_ahEffect[1]                          1        2
m_ayEffectSequence[1]                  1        1
m_ahEffect[2]                          1        2
m_ayEffectSequence[2]                  1        1
m_ahEffect[3]                          1        2
m_ayEffectSequence[3]                  1        1
m_ahEffect[4]                          1        2
m_ayEffectSequence[4]                  1        1
m_ahEffect[5]                          1        2
m_ayEffectSequence[5]                  1        1
m_ahEffect[6]                          1        2
m_ayEffectSequence[6]                  1        1
m_ahEffect[7]                          1        2
m_ayEffectSequence[7]                  1        1
m_iTeam                                1        1
m_ySquad                               1        1
m_uiSpawnTime                          1        4
Total                                 43      110


Gadget_HumanOfficerSpawnFlag       Count    Bytes
=================================================
m_v3Position                          17      204
m_v3Angles[PITCH]                     17       68
m_v3Angles[ROLL]                      17       68
m_v3Angles[YAW]                       17       68
m_yStatus                             51       51
m_fHealth                             33      132
m_uiNetFlags                          17       68
m_ayAnim[0]                           51       51
m_ayAnimSequence[0]                   51       51
m_afAnimSpeed[0]                      34      136
m_ayAnim[1]                           17       17
m_ayAnimSequence[1]                   17       17
m_afAnimSpeed[1]                      17       68
m_ahEffect[0]                         17       34
m_ayEffectSequence[0]                 17       17
m_ahEffect[1]                         17       34
m_ayEffectSequence[1]                 17       17
m_ahEffect[2]                         17       34
m_ayEffectSequence[2]                 17       17
m_ahEffect[3]                         17       34
m_ayEffectSequence[3]                 17       17
m_ahEffect[4]                         18       36
m_ayEffectSequence[4]                 18       18
m_ahEffect[5]                         17       34
m_ayEffectSequence[5]                 17       17
m_ahEffect[6]                         17       34
m_ayEffectSequence[6]                 17       17
m_ahEffect[7]                         17       34
m_ayEffectSequence[7]                 17       17
m_iTeam                               17       17
m_ySquad                              17       17
m_uiSpawnTime                         17       68
Total                                681     1512


Gadget_ManaShrine                  Count    Bytes
=================================================
m_v3Position                           1       12
m_v3Angles[PITCH]                      1        4
m_v3Angles[ROLL]                       1        4
m_v3Angles[YAW]                        1        4
m_yStatus                              2        2
m_fHealth                              2        8
m_uiNetFlags                           1        4
m_ayAnim[0]                            2        2
m_ayAnimSequence[0]                    2        2
m_afAnimSpeed[0]                       1        4
m_ayAnim[1]                            1        1
m_ayAnimSequence[1]                    1        1
m_afAnimSpeed[1]                       1        4
m_ahEffect[0]                          1        2
m_ayEffectSequence[0]                  1        1
m_ahEffect[1]                          1        2
m_ayEffectSequence[1]                  1        1
m_ahEffect[2]                          1        2
m_ayEffectSequence[2]                  1        1
m_ahEffect[3]                          1        2
m_ayEffectSequence[3]                  1        1
m_ahEffect[4]                          1        2
m_ayEffectSequence[4]                  1        1
m_ahEffect[5]                          1        2
m_ayEffectSequence[5]                  1        1
m_ahEffect[6]                          1        2
m_ayEffectSequence[6]                  1        1
m_ahEffect[7]                          1        2
m_ayEffectSequence[7]                  1        1
m_iTeam                                1        1
m_ySquad                               1        1
m_uiSpawnTime                          1        4
Total                                 36       82


Gadget_Sentry                      Count    Bytes
=================================================
m_v3Position                          20      240
m_v3Angles[PITCH]                     20       80
m_v3Angles[ROLL]                      20       80
m_v3Angles[YAW]                       20       80
m_yStatus                             40       40
m_fHealth                            298     1192
m_uiNetFlags                          20       80
m_ayAnim[0]                           40       40
m_ayAnimSequence[0]                   40       40
m_afAnimSpeed[0]                      20       80
m_ayAnim[1]                           20       20
m_ayAnimSequence[1]                   20       20
m_afAnimSpeed[1]                      20       80
m_ahEffect[0]                         20       40
m_ayEffectSequence[0]                 20       20
m_ahEffect[1]                         20       40
m_ayEffectSequence[1]                 20       20
m_ahEffect[2]                         20       40
m_ayEffectSequence[2]                 20       20
m_ahEffect[3]                         20       40
m_ayEffectSequence[3]                 20       20
m_ahEffect[4]                         20       40
m_ayEffectSequence[4]                 20       20
m_ahEffect[5]                         20       40
m_ayEffectSequence[5]                 20       20
m_ahEffect[6]                         20       40
m_ayEffectSequence[6]                 20       20
m_ahEffect[7]                         20       40
m_ayEffectSequence[7]                 20       20
m_iTeam                               20       20
m_ySquad                              20       20
m_uiSpawnTime                         20       80
Total                                978     2672


Gadget_ShieldGenerator             Count    Bytes
=================================================
m_v3Position                           2       24
m_v3Angles[PITCH]                      2        8
m_v3Angles[ROLL]                       2        8
m_v3Angles[YAW]                        2        8
m_yStatus                              4        4
m_fHealth                              7       28
m_uiNetFlags                           2        8
m_ayAnim[0]                            4        4
m_ayAnimSequence[0]                    4        4
m_afAnimSpeed[0]                       2        8
m_ayAnim[1]                            2        2
m_ayAnimSequence[1]                    2        2
m_afAnimSpeed[1]                       2        8
m_ahEffect[0]                          2        4
m_ayEffectSequence[0]                  2        2
m_ahEffect[1]                          2        4
m_ayEffectSequence[1]                  2        2
m_ahEffect[2]                          2        4
m_ayEffectSequence[2]                  2        2
m_ahEffect[3]                          2        4
m_ayEffectSequence[3]                  2        2
m_ahEffect[4]                          2        4
m_ayEffectSequence[4]                  2        2
m_ahEffect[5]                          2        4
m_ayEffectSequence[5]                  2        2
m_ahEffect[6]                          2        4
m_ayEffectSequence[6]                  2        2
m_ahEffect[7]                          2        4
m_ayEffectSequence[7]                  2        2
m_iTeam                                2        2
m_ySquad                               2        2
m_uiSpawnTime                          2        8
Total                                 75      176


Gadget_Venus                       Count    Bytes
=================================================
m_v3Position                          23      276
m_v3Angles[PITCH]                   1804     7216
m_v3Angles[ROLL]                      46      184
m_v3Angles[YAW]                     1802     7208
m_yStatus                             69       69
m_fHealth                            262     1048
m_uiNetFlags                          23       92
m_ayAnim[0]                           73       73
m_ayAnimSequence[0]                  304      304
m_afAnimSpeed[0]                      46      184
m_ayAnim[1]                           23       23
m_ayAnimSequence[1]                   23       23
m_afAnimSpeed[1]                      23       92
m_ahEffect[0]                         23       46
m_ayEffectSequence[0]                 23       23
m_ahEffect[1]                         23       46
m_ayEffectSequence[1]                 23       23
m_ahEffect[2]                         23       46
m_ayEffectSequence[2]                 23       23
m_ahEffect[3]                         23       46
m_ayEffectSequence[3]                 23       23
m_ahEffect[4]                         27       54
m_ayEffectSequence[4]                 27       27
m_ahEffect[5]                         23       46
m_ayEffectSequence[5]                 23       23
m_ahEffect[6]                         23       46
m_ayEffectSequence[6]                 23       23
m_ahEffect[7]                         23       46
m_ayEffectSequence[7]                 23       23
m_iTeam                               23       23
m_ySquad                              23       23
m_uiSpawnTime                         23       92
Total                               4966    17494


Gun_Crossbow                       Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_ySlot                               36       36
m_uiStartCooldown                     36      144
m_uiCooldownDuration                  36      144
m_unAmmo                             269      538
m_uiNetFlags                          36      144
Total                                449     1078


Gun_HolyBolt                       Count    Bytes
=================================================
m_uiOwnerIndex                        11       22
m_ySlot                               11       11
m_uiStartCooldown                     55      220
m_uiCooldownDuration                  17       68
m_unAmmo                              11       22
m_uiNetFlags                          11       44
Total                                116      387


Gun_ImpFire                        Count    Bytes
=================================================
m_uiOwnerIndex                        34       68
m_ySlot                               34       34
m_uiStartCooldown                     34      136
m_uiCooldownDuration                  34      136
m_unAmmo                              34       68
m_uiNetFlags                          34      136
Total                                204      578


Gun_Launcher                       Count    Bytes
=================================================
m_uiOwnerIndex                        13       26
m_ySlot                               13       13
m_uiStartCooldown                     91      364
m_uiCooldownDuration                  23       92
m_unAmmo                              96      192
m_uiNetFlags                          13       52
Total                                249      739


Gun_Lightning                      Count    Bytes
=================================================
m_uiOwnerIndex                        52      104
m_ySlot                               52       52
m_uiStartCooldown                     98      392
m_uiCooldownDuration                  69      276
m_unAmmo                              52      104
m_uiNetFlags                          52      208
Total                                375     1136


Gun_Locusts                        Count    Bytes
=================================================
m_uiOwnerIndex                        60      120
m_ySlot                               60       60
m_uiStartCooldown                    416     1664
m_uiCooldownDuration                  98      392
m_unAmmo                              60      120
m_uiNetFlags                          60      240
Total                                754     2596


Gun_Mortar                         Count    Bytes
=================================================
m_uiOwnerIndex                        13       26
m_ySlot                               13       13
m_uiStartCooldown                    166      664
m_uiCooldownDuration                  23       92
m_unAmmo                             170      340
m_uiNetFlags                          13       52
Total                                398     1187


Gun_Ravager                        Count    Bytes
=================================================
m_uiOwnerIndex                        35       70
m_ySlot                               35       35
m_uiStartCooldown                     35      140
m_uiCooldownDuration                  35      140
m_unAmmo                            5078    10156
m_uiNetFlags                          35      140
Total                               5253    10681


Gun_Repeater                       Count    Bytes
=================================================
m_uiOwnerIndex                        35       70
m_ySlot                               35       35
m_uiStartCooldown                     35      140
m_uiCooldownDuration                  35      140
m_unAmmo                            1992     3984
m_uiNetFlags                          36      144
Total                               2168     4513


Gun_Rifle                          Count    Bytes
=================================================
m_uiOwnerIndex                        15       30
m_ySlot                               15       15
m_uiStartCooldown                     15       60
m_uiCooldownDuration                  15       60
m_unAmmo                             570     1140
m_uiNetFlags                          15       60
Total                                645     1365


Gun_Shotgun                        Count    Bytes
=================================================
m_uiOwnerIndex                        15       30
m_ySlot                               15       15
m_uiStartCooldown                     15       60
m_uiCooldownDuration                  15       60
m_unAmmo                              40       80
m_uiNetFlags                          15       60
Total                                115      305


Gun_SniperBow                      Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_ySlot                               36       36
m_uiStartCooldown                     36      144
m_uiCooldownDuration                  36      144
m_unAmmo                              90      180
m_uiNetFlags                          36      144
Total                                270      720


Gun_Venom                          Count    Bytes
=================================================
m_uiOwnerIndex                        30       60
m_ySlot                               30       30
m_uiStartCooldown                    190      760
m_uiCooldownDuration                  51      204
m_unAmmo                              30       60
m_uiNetFlags                          30      120
Total                                361     1234


Melee_BattleAxe                    Count    Bytes
=================================================
m_uiOwnerIndex                        13       26
m_ySlot                               13       13
m_uiStartCooldown                     13       52
m_uiCooldownDuration                  13       52
m_unAmmo                              13       26
m_uiNetFlags                          13       52
Total                                 78      221


Melee_BearlothSwipe                Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_ySlot                               36       36
m_uiStartCooldown                     36      144
m_uiCooldownDuration                  36      144
m_unAmmo                              36       72
m_uiNetFlags                          36      144
Total                                216      612


Melee_Broadswords                  Count    Bytes
=================================================
m_uiOwnerIndex                        35       70
m_ySlot                               35       35
m_uiStartCooldown                     35      140
m_uiCooldownDuration                  35      140
m_unAmmo                              35       70
m_uiNetFlags                          35      140
Total                                210      595


Melee_ConjurerClaws                Count    Bytes
=================================================
m_uiOwnerIndex                        30       60
m_ySlot                               30       30
m_uiStartCooldown                     30      120
m_uiCooldownDuration                  30      120
m_unAmmo                              30       60
m_uiNetFlags                          30      120
Total                                180      510


Melee_Hammer                       Count    Bytes
=================================================
m_uiOwnerIndex                        15       30
m_ySlot                               15       15
m_uiStartCooldown                     15       60
m_uiCooldownDuration                  15       60
m_unAmmo                              15       30
m_uiNetFlags                          15       60
Total                                 90      255


Melee_ShifterClaws                 Count    Bytes
=================================================
m_uiOwnerIndex                        52      104
m_ySlot                               52       52
m_uiStartCooldown                     52      208
m_uiCooldownDuration                  52      208
m_unAmmo                              52      104
m_uiNetFlags                          52      208
Total                                312      884


Melee_ShortBlades                  Count    Bytes
=================================================
m_uiOwnerIndex                        36       72
m_ySlot                               36       36
m_uiStartCooldown                     36      144
m_uiCooldownDuration                  36      144
m_unAmmo                              36       72
m_uiNetFlags                          36      144
Total                                216      612


Melee_SpiritHammer                 Count    Bytes
=================================================
m_uiOwnerIndex                         6       12
m_ySlot                                6        6
m_uiStartCooldown                      6       24
m_uiCooldownDuration                   6       24
m_unAmmo                               6       12
m_uiNetFlags                           6       24
Total                                 36      102


Melee_Staff                        Count    Bytes
=================================================
m_uiOwnerIndex                        11       22
m_ySlot                               11       11
m_uiStartCooldown                     11       44
m_uiCooldownDuration                  11       44
m_unAmmo                              11       22
m_uiNetFlags                          11       44
Total                                 66      187


Melee_SummonerStaff                Count    Bytes
=================================================
m_uiOwnerIndex                        60      120
m_ySlot                               60       60
m_uiStartCooldown                     60      240
m_uiCooldownDuration                  60      240
m_unAmmo                              60      120
m_uiNetFlags                          60      240
Total                                360     1020


Npc_Critter                        Count    Bytes
=================================================
m_v3Position                       10899   130788
m_v3Angles[PITCH]                    215      860
m_v3Angles[ROLL]                     215      860
m_v3Angles[YAW]                    12062    48248
m_yStatus                            234      234
m_fHealth                            723     2892
m_uiNetFlags                         215      860
m_ayAnim[0]                          723      723
m_ayAnimSequence[0]                  788      788
m_afAnimSpeed[0]                     221      884
m_ayAnim[1]                          236      236
m_ayAnimSequence[1]                  236      236
m_afAnimSpeed[1]                     215      860
m_ahEffect[0]                        215      430
m_ayEffectSequence[0]                215      215
m_ahEffect[1]                        237      474
m_ayEffectSequence[1]                568      568
m_ahEffect[2]                        215      430
m_ayEffectSequence[2]                215      215
m_ahEffect[3]                        215      430
m_ayEffectSequence[3]                215      215
m_ahEffect[4]                        228      456
m_ayEffectSequence[4]                230      230
m_ahEffect[5]                        215      430
m_ayEffectSequence[5]                215      215
m_ahEffect[6]                        215      430
m_ayEffectSequence[6]                215      215
m_ahEffect[7]                        215      430
m_ayEffectSequence[7]                215      215
m_iTeam                              215      215
m_ySquad                             215      215
m_fMana                              234      936
m_fStamina                           568     2272
m_ySelectedItem                      215      215
m_yDefaultAnim                       215      215
m_hDefinition                        215      430
Total                              32702   198565


OfficerCommand_Attack2             Count    Bytes
=================================================
m_uiOwnerIndex                       128      256
m_ySlot                              128      128
m_uiStartCooldown                    128      512
m_uiCooldownDuration                 128      512
m_unAmmo                             128      256
m_uiNetFlags                         128      512
Total                                768     2176


OfficerCommand_Follow2             Count    Bytes
=================================================
m_uiOwnerIndex                       128      256
m_ySlot                              128      128
m_uiStartCooldown                    128      512
m_uiCooldownDuration                 128      512
m_unAmmo                             128      256
m_uiNetFlags                         128      512
Total                                768     2176


OfficerCommand_Move2               Count    Bytes
=================================================
m_uiOwnerIndex                       128      256
m_ySlot                              128      128
m_uiStartCooldown                    128      512
m_uiCooldownDuration                 128      512
m_unAmmo                             128      256
m_uiNetFlags                         128      512
Total                                768     2176


Persistant_Item                    Count    Bytes
=================================================
m_uiOwnerIndex                       127      254
m_ySlot                              127      127
m_uiStartCooldown                    574     2296
m_uiCooldownDuration                 167      668
m_unAmmo                             127      254
m_uiNetFlags                         127      508
m_unItemData                         127      254
Total                               1376     4361


Pet_Bearloth                       Count    Bytes
=================================================
m_v3Position                       18562   222744
m_v3Angles[PITCH]                   3417    13668
m_v3Angles[ROLL]                      36      144
m_v3Angles[YAW]                    24092    96368
m_yStatus                             72       72
m_fHealth                          18622    74488
m_uiNetFlags                          36      144
m_ayAnim[0]                         2114     2114
m_ayAnimSequence[0]                 2126     2126
m_afAnimSpeed[0]                      36      144
m_ayAnim[1]                          154      154
m_ayAnimSequence[1]                  501      501
m_afAnimSpeed[1]                      36      144
m_ahEffect[0]                         36       72
m_ayEffectSequence[0]                 36       36
m_ahEffect[1]                         98      196
m_ayEffectSequence[1]                698      698
m_ahEffect[2]                         64      128
m_ayEffectSequence[2]                284      284
m_ahEffect[3]                         36       72
m_ayEffectSequence[3]                 36       36
m_ahEffect[4]                         91      182
m_ayEffectSequence[4]                 95       95
m_ahEffect[5]                         36       72
m_ayEffectSequence[5]                 36       36
m_ahEffect[6]                         36       72
m_ayEffectSequence[6]                 36       36
m_ahEffect[7]                         36       72
m_ayEffectSequence[7]                 36       36
m_iTeam                               36       36
m_ySquad                              36       36
m_fMana                               72      288
m_fStamina                          4712    18848
m_ySelectedItem                       36       36
m_yDefaultAnim                        36       36
m_iCurrentMovement                  2029     8116
Total                              78451   442330


Pet_Imp                            Count    Bytes
=================================================
m_v3Position                       11914   142968
m_v3Angles[PITCH]                   5812    23248
m_v3Angles[ROLL]                      34      136
m_v3Angles[YAW]                    19898    79592
m_yStatus                             67       67
m_fHealth                          13424    53696
m_uiNetFlags                          34      136
m_ayAnim[0]                          888      888
m_ayAnimSequence[0]                  895      895
m_afAnimSpeed[0]                      34      136
m_ayAnim[1]                          101      101
m_ayAnimSequence[1]                  463      463
m_afAnimSpeed[1]                      34      136
m_ahEffect[0]                         34       68
m_ayEffectSequence[0]                 34       34
m_ahEffect[1]                         64      128
m_ayEffectSequence[1]                510      510
m_ahEffect[2]                         34       68
m_ayEffectSequence[2]                 34       34
m_ahEffect[3]                         34       68
m_ayEffectSequence[3]                 34       34
m_ahEffect[4]                         53      106
m_ayEffectSequence[4]                 53       53
m_ahEffect[5]                         34       68
m_ayEffectSequence[5]                 34       34
m_ahEffect[6]                         34       68
m_ayEffectSequence[6]                 34       34
m_ahEffect[7]                         34       68
m_ayEffectSequence[7]                 34       34
m_iTeam                               34       34
m_ySquad                              34       34
m_fMana                            12736    50944
m_fStamina                          1867     7468
m_ySelectedItem                       34       34
m_yDefaultAnim                        34       34
m_iCurrentMovement                   845     3380
Total                              70270   365799


PetCommand_Attack                  Count    Bytes
=================================================
m_uiOwnerIndex                        49       98
m_ySlot                               49       49
m_uiStartCooldown                     49      196
m_uiCooldownDuration                  49      196
m_unAmmo                              49       98
m_uiNetFlags                          49      196
Total                                294      833


PetCommand_Follow                  Count    Bytes
=================================================
m_uiOwnerIndex                        49       98
m_ySlot                               49       49
m_uiStartCooldown                     49      196
m_uiCooldownDuration                  49      196
m_unAmmo                              49       98
